dimensionality_reduction_techniques,<https://cso.kmi.open.ac.uk/topics/dimensionality_reduction_techniques>
curse_of_dimensionality,<https://cso.kmi.open.ac.uk/topics/curse_of_dimensionality>
fisher_discriminant_analysis,<https://cso.kmi.open.ac.uk/topics/fisher_discriminant_analysis>
small_sample_size_problems,<https://cso.kmi.open.ac.uk/topics/small_sample_size_problems>
within-class_scatter_matrix,<https://cso.kmi.open.ac.uk/topics/within-class_scatter_matrix>
small_sample_size_problem,<https://cso.kmi.open.ac.uk/topics/small_sample_size_problem>
random_projections,<https://cso.kmi.open.ac.uk/topics/random_projections>
random_projection,<https://cso.kmi.open.ac.uk/topics/random_projection>
high_dimensional_data,<https://cso.kmi.open.ac.uk/topics/high_dimensional_data>
high-dimensional_data,<https://cso.kmi.open.ac.uk/topics/high-dimensional_data>
latent_variable_models,<https://cso.kmi.open.ac.uk/topics/latent_variable_models>
scatter_matrix,<https://cso.kmi.open.ac.uk/topics/scatter_matrix>
embeddings,<https://cso.kmi.open.ac.uk/topics/embeddings>
action_recognition,<https://cso.kmi.open.ac.uk/topics/action_recognition>
human_actions,<https://cso.kmi.open.ac.uk/topics/human_actions>
action_sequences,<https://cso.kmi.open.ac.uk/topics/action_sequences>
human-action_recognition,<https://cso.kmi.open.ac.uk/topics/human-action_recognition>
motion_history_images,<https://cso.kmi.open.ac.uk/topics/motion_history_images>
human_action_recognition,<https://cso.kmi.open.ac.uk/topics/human_action_recognition>
video_representations,<https://cso.kmi.open.ac.uk/topics/video_representations>
human_pose,<https://cso.kmi.open.ac.uk/topics/human_pose>
human_pose_estimations,<https://cso.kmi.open.ac.uk/topics/human_pose_estimations>
monocular_image,<https://cso.kmi.open.ac.uk/topics/monocular_image>
speech_recognition_software,<https://cso.kmi.open.ac.uk/topics/speech_recognition_software>
support_vector_machine,<https://cso.kmi.open.ac.uk/topics/support_vector_machine>
support_vector_machines_(svms),<https://cso.kmi.open.ac.uk/topics/support_vector_machines_%28svms%29>
support_vector_machine_(svms),<https://cso.kmi.open.ac.uk/topics/support_vector_machine_%28svms%29>
extreme_learning_machine,<https://cso.kmi.open.ac.uk/topics/extreme_learning_machine>
extreme_learning_machine_(elm),<https://cso.kmi.open.ac.uk/topics/extreme_learning_machine_%28elm%29>
feedforward_neural_networks,<https://cso.kmi.open.ac.uk/topics/feedforward_neural_networks>
feedforward_neural_network,<https://cso.kmi.open.ac.uk/topics/feedforward_neural_network>
feed-forward_network,<https://cso.kmi.open.ac.uk/topics/feed-forward_network>
decision_theory,<https://cso.kmi.open.ac.uk/topics/decision_theory>
decision_analysis,<https://cso.kmi.open.ac.uk/topics/decision_analysis>
multi-criteria_decision_analysis,<https://cso.kmi.open.ac.uk/topics/multi-criteria_decision_analysis>
intelligent_decision_support_systems,<https://cso.kmi.open.ac.uk/topics/intelligent_decision_support_systems>
decision_procedure,<https://cso.kmi.open.ac.uk/topics/decision_procedure>
decision_procedures,<https://cso.kmi.open.ac.uk/topics/decision_procedures>
presburger_arithmetic,<https://cso.kmi.open.ac.uk/topics/presburger_arithmetic>
binary_decision_diagram_(bdd),<https://cso.kmi.open.ac.uk/topics/binary_decision_diagram_%28bdd%29>
binary_decision_diagrams,<https://cso.kmi.open.ac.uk/topics/binary_decision_diagrams>
ordered_binary_decision_diagrams,<https://cso.kmi.open.ac.uk/topics/ordered_binary_decision_diagrams>
bdd,<https://cso.kmi.open.ac.uk/topics/bdd>
binary_decision,<https://cso.kmi.open.ac.uk/topics/binary_decision>
variable_ordering,<https://cso.kmi.open.ac.uk/topics/variable_ordering>
decision_diagram,<https://cso.kmi.open.ac.uk/topics/decision_diagram>
decision_diagrams,<https://cso.kmi.open.ac.uk/topics/decision_diagrams>
symbolic_model_checking,<https://cso.kmi.open.ac.uk/topics/symbolic_model_checking>
binary_decision_diagram,<https://cso.kmi.open.ac.uk/topics/binary_decision_diagram>
decision_tables,<https://cso.kmi.open.ac.uk/topics/decision_tables>
incomplete_information_systems,<https://cso.kmi.open.ac.uk/topics/incomplete_information_systems>
incomplete_information_system,<https://cso.kmi.open.ac.uk/topics/incomplete_information_system>
attribute_reduction,<https://cso.kmi.open.ac.uk/topics/attribute_reduction>
condition_attributes,<https://cso.kmi.open.ac.uk/topics/condition_attributes>
decision_attribute,<https://cso.kmi.open.ac.uk/topics/decision_attribute>
decision_systems,<https://cso.kmi.open.ac.uk/topics/decision_systems>
positive_region,<https://cso.kmi.open.ac.uk/topics/positive_region>
knowledge_reduction,<https://cso.kmi.open.ac.uk/topics/knowledge_reduction>
discernibility_matrix,<https://cso.kmi.open.ac.uk/topics/discernibility_matrix>
attribute_reduction_algorithm,<https://cso.kmi.open.ac.uk/topics/attribute_reduction_algorithm>
discernibility,<https://cso.kmi.open.ac.uk/topics/discernibility>
reduction_algorithms,<https://cso.kmi.open.ac.uk/topics/reduction_algorithms>
rough_set_models,<https://cso.kmi.open.ac.uk/topics/rough_set_models>
tolerance_relations,<https://cso.kmi.open.ac.uk/topics/tolerance_relations>
fuzzy-rough_sets,<https://cso.kmi.open.ac.uk/topics/fuzzy-rough_sets>
approximation_operators,<https://cso.kmi.open.ac.uk/topics/approximation_operators>
fuzzy_rough_sets,<https://cso.kmi.open.ac.uk/topics/fuzzy_rough_sets>
rule_induction,<https://cso.kmi.open.ac.uk/topics/rule_induction>
dominance-based_rough_set_approach,<https://cso.kmi.open.ac.uk/topics/dominance-based_rough_set_approach>
dominance_relation,<https://cso.kmi.open.ac.uk/topics/dominance_relation>
variable_precision_rough_sets,<https://cso.kmi.open.ac.uk/topics/variable_precision_rough_sets>
variable_precision_rough_set,<https://cso.kmi.open.ac.uk/topics/variable_precision_rough_set>
decision_table,<https://cso.kmi.open.ac.uk/topics/decision_table>
decision_rules,<https://cso.kmi.open.ac.uk/topics/decision_rules>
decision_rule,<https://cso.kmi.open.ac.uk/topics/decision_rule>
sat_solvers,<https://cso.kmi.open.ac.uk/topics/sat_solvers>
sat-solving,<https://cso.kmi.open.ac.uk/topics/sat-solving>
sat_instances,<https://cso.kmi.open.ac.uk/topics/sat_instances>
clause_learning,<https://cso.kmi.open.ac.uk/topics/clause_learning>
sat_problems,<https://cso.kmi.open.ac.uk/topics/sat_problems>
propositional_satisfiability,<https://cso.kmi.open.ac.uk/topics/propositional_satisfiability>
sat,<https://cso.kmi.open.ac.uk/topics/sat>
boolean_formulae,<https://cso.kmi.open.ac.uk/topics/boolean_formulae>
boolean_satisfiability,<https://cso.kmi.open.ac.uk/topics/boolean_satisfiability>
evidential_reasoning,<https://cso.kmi.open.ac.uk/topics/evidential_reasoning>
decision-theoretic,<https://cso.kmi.open.ac.uk/topics/decision-theoretic>
analytic_hierarchy,<https://cso.kmi.open.ac.uk/topics/analytic_hierarchy>
analytic_hierarchies,<https://cso.kmi.open.ac.uk/topics/analytic_hierarchies>
index_weight,<https://cso.kmi.open.ac.uk/topics/index_weight>
analytic_network_process,<https://cso.kmi.open.ac.uk/topics/analytic_network_process>
analytic_network_process_(anp),<https://cso.kmi.open.ac.uk/topics/analytic_network_process_%28anp%29>
group_decision-making,<https://cso.kmi.open.ac.uk/topics/group_decision-making>
group_decision,<https://cso.kmi.open.ac.uk/topics/group_decision>
multi-criteria_decision_making,<https://cso.kmi.open.ac.uk/topics/multi-criteria_decision_making>
mcdm,<https://cso.kmi.open.ac.uk/topics/mcdm>
decision_models,<https://cso.kmi.open.ac.uk/topics/decision_models>
decision_modeling,<https://cso.kmi.open.ac.uk/topics/decision_modeling>
decision_model,<https://cso.kmi.open.ac.uk/topics/decision_model>
rough_sets,<https://cso.kmi.open.ac.uk/topics/rough_sets>
lower_and_upper_approximations,<https://cso.kmi.open.ac.uk/topics/lower_and_upper_approximations>
lower_approximation,<https://cso.kmi.open.ac.uk/topics/lower_approximation>
upper_approximation,<https://cso.kmi.open.ac.uk/topics/upper_approximation>
rough_approximations,<https://cso.kmi.open.ac.uk/topics/rough_approximations>
reduct,<https://cso.kmi.open.ac.uk/topics/reduct>
rough-set_based,<https://cso.kmi.open.ac.uk/topics/rough-set_based>
indiscernibility_relation,<https://cso.kmi.open.ac.uk/topics/indiscernibility_relation>
approximation_spaces,<https://cso.kmi.open.ac.uk/topics/approximation_spaces>
approximation_space,<https://cso.kmi.open.ac.uk/topics/approximation_space>
binary_relation,<https://cso.kmi.open.ac.uk/topics/binary_relation>
binary_relations,<https://cso.kmi.open.ac.uk/topics/binary_relations>
computability_and_decidability,<https://cso.kmi.open.ac.uk/topics/computability_and_decidability>
computability,<https://cso.kmi.open.ac.uk/topics/computability>
model_checking_problem,<https://cso.kmi.open.ac.uk/topics/model_checking_problem>
model_checking_algorithm,<https://cso.kmi.open.ac.uk/topics/model_checking_algorithm>
model_checking_tools,<https://cso.kmi.open.ac.uk/topics/model_checking_tools>
reachability_problem,<https://cso.kmi.open.ac.uk/topics/reachability_problem>
monadic_second-order_logic,<https://cso.kmi.open.ac.uk/topics/monadic_second-order_logic>
complexity_results,<https://cso.kmi.open.ac.uk/topics/complexity_results>
closure_property,<https://cso.kmi.open.ac.uk/topics/closure_property>
emptiness_problem,<https://cso.kmi.open.ac.uk/topics/emptiness_problem>
interval_temporal_logic,<https://cso.kmi.open.ac.uk/topics/interval_temporal_logic>
satisfiability,<https://cso.kmi.open.ac.uk/topics/satisfiability>
satisfiability_modulo_theories,<https://cso.kmi.open.ac.uk/topics/satisfiability_modulo_theories>
satisfying_assignments,<https://cso.kmi.open.ac.uk/topics/satisfying_assignments>
quantified_boolean_formulas,<https://cso.kmi.open.ac.uk/topics/quantified_boolean_formulas>
cnf_formulas,<https://cso.kmi.open.ac.uk/topics/cnf_formulas>
satisfiability_problems,<https://cso.kmi.open.ac.uk/topics/satisfiability_problems>
satisfiability_problem,<https://cso.kmi.open.ac.uk/topics/satisfiability_problem>
linear_temporal_logic,<https://cso.kmi.open.ac.uk/topics/linear_temporal_logic>
temporal_operators,<https://cso.kmi.open.ac.uk/topics/temporal_operators>
bounded_model_checking,<https://cso.kmi.open.ac.uk/topics/bounded_model_checking>
timed_automata,<https://cso.kmi.open.ac.uk/topics/timed_automata>
uppaal,<https://cso.kmi.open.ac.uk/topics/uppaal>
timed_systems,<https://cso.kmi.open.ac.uk/topics/timed_systems>
tree_automata,<https://cso.kmi.open.ac.uk/topics/tree_automata>
tree_languages,<https://cso.kmi.open.ac.uk/topics/tree_languages>
regular_tree_languages,<https://cso.kmi.open.ac.uk/topics/regular_tree_languages>
conjunctive_queries,<https://cso.kmi.open.ac.uk/topics/conjunctive_queries>
query_containment,<https://cso.kmi.open.ac.uk/topics/query_containment>
ontology-based_data_access,<https://cso.kmi.open.ac.uk/topics/ontology-based_data_access>
verification_problems,<https://cso.kmi.open.ac.uk/topics/verification_problems>
automata,<https://cso.kmi.open.ac.uk/topics/automata>
separation_logic,<https://cso.kmi.open.ac.uk/topics/separation_logic>
imperative_programs,<https://cso.kmi.open.ac.uk/topics/imperative_programs>
hoare_logic,<https://cso.kmi.open.ac.uk/topics/hoare_logic>
local_reasoning,<https://cso.kmi.open.ac.uk/topics/local_reasoning>
program_logic,<https://cso.kmi.open.ac.uk/topics/program_logic>
datalog,<https://cso.kmi.open.ac.uk/topics/datalog>
datalog_programs,<https://cso.kmi.open.ac.uk/topics/datalog_programs>
query_answering,<https://cso.kmi.open.ac.uk/topics/query_answering>
query_rewritings,<https://cso.kmi.open.ac.uk/topics/query_rewritings>
query_rewriting,<https://cso.kmi.open.ac.uk/topics/query_rewriting>
regular_languages,<https://cso.kmi.open.ac.uk/topics/regular_languages>
state_complexity,<https://cso.kmi.open.ac.uk/topics/state_complexity>
descriptional_complexity,<https://cso.kmi.open.ac.uk/topics/descriptional_complexity>
sequent_calculus,<https://cso.kmi.open.ac.uk/topics/sequent_calculus>
cut_elimination,<https://cso.kmi.open.ac.uk/topics/cut_elimination>
proof_search,<https://cso.kmi.open.ac.uk/topics/proof_search>
natural_deduction,<https://cso.kmi.open.ac.uk/topics/natural_deduction>
modal_logic,<https://cso.kmi.open.ac.uk/topics/modal_logic>
modal_logics,<https://cso.kmi.open.ac.uk/topics/modal_logics>
modal_operators,<https://cso.kmi.open.ac.uk/topics/modal_operators>
hybrid_logic,<https://cso.kmi.open.ac.uk/topics/hybrid_logic>
epistemic_logic,<https://cso.kmi.open.ac.uk/topics/epistemic_logic>
kripke_model,<https://cso.kmi.open.ac.uk/topics/kripke_model>
deontic_logic,<https://cso.kmi.open.ac.uk/topics/deontic_logic>
deontic,<https://cso.kmi.open.ac.uk/topics/deontic>
dynamic_logic,<https://cso.kmi.open.ac.uk/topics/dynamic_logic>
kripke_semantics,<https://cso.kmi.open.ac.uk/topics/kripke_semantics>
coalgebra,<https://cso.kmi.open.ac.uk/topics/coalgebra>
coalgebras,<https://cso.kmi.open.ac.uk/topics/coalgebras>
coalgebraic,<https://cso.kmi.open.ac.uk/topics/coalgebraic>
functors,<https://cso.kmi.open.ac.uk/topics/functors>
coinduction,<https://cso.kmi.open.ac.uk/topics/coinduction>
description_logic,<https://cso.kmi.open.ac.uk/topics/description_logic>
description_logics,<https://cso.kmi.open.ac.uk/topics/description_logics>
fuzzy_description_logic,<https://cso.kmi.open.ac.uk/topics/fuzzy_description_logic>
fuzzy_extension,<https://cso.kmi.open.ac.uk/topics/fuzzy_extension>
concept_description,<https://cso.kmi.open.ac.uk/topics/concept_description>
reasoner,<https://cso.kmi.open.ac.uk/topics/reasoner>
ontology_language,<https://cso.kmi.open.ac.uk/topics/ontology_language>
push-down_automata,<https://cso.kmi.open.ac.uk/topics/push-down_automata>
pushdown_automata,<https://cso.kmi.open.ac.uk/topics/pushdown_automata>
infinite_state_systems,<https://cso.kmi.open.ac.uk/topics/infinite_state_systems>
pushdown_systems,<https://cso.kmi.open.ac.uk/topics/pushdown_systems>
typechecking,<https://cso.kmi.open.ac.uk/topics/typechecking>
decision_trees,<https://cso.kmi.open.ac.uk/topics/decision_trees>
decision-tree_algorithm,<https://cso.kmi.open.ac.uk/topics/decision-tree_algorithm>
c4.5_algorithm,<https://cso.kmi.open.ac.uk/topics/c4.5_algorithm>
decision_tree_classifiers,<https://cso.kmi.open.ac.uk/topics/decision_tree_classifiers>
decision_tree_classification,<https://cso.kmi.open.ac.uk/topics/decision_tree_classification>
naive_bayes,<https://cso.kmi.open.ac.uk/topics/naive_bayes>
decision_tree_induction,<https://cso.kmi.open.ac.uk/topics/decision_tree_induction>
decision_tree_models,<https://cso.kmi.open.ac.uk/topics/decision_tree_models>
classification_rules,<https://cso.kmi.open.ac.uk/topics/classification_rules>
decision_tree_learning,<https://cso.kmi.open.ac.uk/topics/decision_tree_learning>
ensemble_classifiers,<https://cso.kmi.open.ac.uk/topics/ensemble_classifiers>
ensemble_classification,<https://cso.kmi.open.ac.uk/topics/ensemble_classification>
ensemble_classifier,<https://cso.kmi.open.ac.uk/topics/ensemble_classifier>
classifier_ensembles,<https://cso.kmi.open.ac.uk/topics/classifier_ensembles>
individual_classifiers,<https://cso.kmi.open.ac.uk/topics/individual_classifiers>
classifier_ensemble,<https://cso.kmi.open.ac.uk/topics/classifier_ensemble>
fuzzy_decision_trees,<https://cso.kmi.open.ac.uk/topics/fuzzy_decision_trees>
fuzzy_decision_tree,<https://cso.kmi.open.ac.uk/topics/fuzzy_decision_tree>
random_forests,<https://cso.kmi.open.ac.uk/topics/random_forests>
random_forest_classifier,<https://cso.kmi.open.ac.uk/topics/random_forest_classifier>
random_forest_algorithm,<https://cso.kmi.open.ac.uk/topics/random_forest_algorithm>
random_forest,<https://cso.kmi.open.ac.uk/topics/random_forest>
binary_decision_trees,<https://cso.kmi.open.ac.uk/topics/binary_decision_trees>
spatial_queries,<https://cso.kmi.open.ac.uk/topics/spatial_queries>
spatial_query_processing,<https://cso.kmi.open.ac.uk/topics/spatial_query_processing>
spatial_index,<https://cso.kmi.open.ac.uk/topics/spatial_index>
spatial_indices,<https://cso.kmi.open.ac.uk/topics/spatial_indices>
random_subspaces,<https://cso.kmi.open.ac.uk/topics/random_subspaces>
index_structure,<https://cso.kmi.open.ac.uk/topics/index_structure>
interpretability,<https://cso.kmi.open.ac.uk/topics/interpretability>
fuzzy_rule-based_classifier,<https://cso.kmi.open.ac.uk/topics/fuzzy_rule-based_classifier>
fuzzy_rule-based_systems,<https://cso.kmi.open.ac.uk/topics/fuzzy_rule-based_systems>
genetic_fuzzy_systems,<https://cso.kmi.open.ac.uk/topics/genetic_fuzzy_systems>
genetic-fuzzy,<https://cso.kmi.open.ac.uk/topics/genetic-fuzzy>
base_classifiers,<https://cso.kmi.open.ac.uk/topics/base_classifiers>
hmm-based_speech_synthesis,<https://cso.kmi.open.ac.uk/topics/hmm-based_speech_synthesis>
synthesized_speech,<https://cso.kmi.open.ac.uk/topics/synthesized_speech>
speech_synthesis_system,<https://cso.kmi.open.ac.uk/topics/speech_synthesis_system>
data_stream,<https://cso.kmi.open.ac.uk/topics/data_stream>
data_streams,<https://cso.kmi.open.ac.uk/topics/data_streams>
continuous_queries,<https://cso.kmi.open.ac.uk/topics/continuous_queries>
continuous_query,<https://cso.kmi.open.ac.uk/topics/continuous_query>
data_stream_management_systems,<https://cso.kmi.open.ac.uk/topics/data_stream_management_systems>
sliding_windows,<https://cso.kmi.open.ac.uk/topics/sliding_windows>
data_stream_mining,<https://cso.kmi.open.ac.uk/topics/data_stream_mining>
stream_data,<https://cso.kmi.open.ac.uk/topics/stream_data>
data_stream_processing,<https://cso.kmi.open.ac.uk/topics/data_stream_processing>
stream_mining,<https://cso.kmi.open.ac.uk/topics/stream_mining>
multiple_data_streams,<https://cso.kmi.open.ac.uk/topics/multiple_data_streams>
concept_drifts,<https://cso.kmi.open.ac.uk/topics/concept_drifts>
non-stationary_environment,<https://cso.kmi.open.ac.uk/topics/non-stationary_environment>
concept_drift,<https://cso.kmi.open.ac.uk/topics/concept_drift>
streaming_data,<https://cso.kmi.open.ac.uk/topics/streaming_data>
continuous_data,<https://cso.kmi.open.ac.uk/topics/continuous_data>
multi-class_problems,<https://cso.kmi.open.ac.uk/topics/multi-class_problems>
ensemble_learning,<https://cso.kmi.open.ac.uk/topics/ensemble_learning>
ensemble_methods,<https://cso.kmi.open.ac.uk/topics/ensemble_methods>
ensemble_techniques,<https://cso.kmi.open.ac.uk/topics/ensemble_techniques>
base_learners,<https://cso.kmi.open.ac.uk/topics/base_learners>
ensemble_models,<https://cso.kmi.open.ac.uk/topics/ensemble_models>
ensemble_algorithms,<https://cso.kmi.open.ac.uk/topics/ensemble_algorithms>
binary_classification_problems,<https://cso.kmi.open.ac.uk/topics/binary_classification_problems>
boosting,<https://cso.kmi.open.ac.uk/topics/boosting>
weak_learner,<https://cso.kmi.open.ac.uk/topics/weak_learner>
decision_tree,<https://cso.kmi.open.ac.uk/topics/decision_tree>
dempster-shafer_theory,<https://cso.kmi.open.ac.uk/topics/dempster-shafer_theory>
dempster-shafer_theory_of_evidence,<https://cso.kmi.open.ac.uk/topics/dempster-shafer_theory_of_evidence>
combination_rules,<https://cso.kmi.open.ac.uk/topics/combination_rules>
dempster,<https://cso.kmi.open.ac.uk/topics/dempster>
transferable_belief_model,<https://cso.kmi.open.ac.uk/topics/transferable_belief_model>
basic_probability_assignment,<https://cso.kmi.open.ac.uk/topics/basic_probability_assignment>
mass_functions,<https://cso.kmi.open.ac.uk/topics/mass_functions>
fuzzy_analytic_hierarchy_process,<https://cso.kmi.open.ac.uk/topics/fuzzy_analytic_hierarchy_process>
fahp,<https://cso.kmi.open.ac.uk/topics/fahp>
grey_system_theory,<https://cso.kmi.open.ac.uk/topics/grey_system_theory>
grey_prediction_model,<https://cso.kmi.open.ac.uk/topics/grey_prediction_model>
"gm_(1_,_1)_model",<https://cso.kmi.open.ac.uk/topics/gm_%281_%2C_1%29_model>
background_value,<https://cso.kmi.open.ac.uk/topics/background_value>
grey_prediction,<https://cso.kmi.open.ac.uk/topics/grey_prediction>
"gm_(1_,_1)",<https://cso.kmi.open.ac.uk/topics/gm_%281_%2C_1%29>
aggregation_operator,<https://cso.kmi.open.ac.uk/topics/aggregation_operator>
aggregation_operators,<https://cso.kmi.open.ac.uk/topics/aggregation_operators>
owa_operators,<https://cso.kmi.open.ac.uk/topics/owa_operators>
owa_operator,<https://cso.kmi.open.ac.uk/topics/owa_operator>
ordered_weighted_averaging,<https://cso.kmi.open.ac.uk/topics/ordered_weighted_averaging>
ordered_weighted_averaging_operator,<https://cso.kmi.open.ac.uk/topics/ordered_weighted_averaging_operator>
aggregation_functions,<https://cso.kmi.open.ac.uk/topics/aggregation_functions>
aggregation_function,<https://cso.kmi.open.ac.uk/topics/aggregation_function>
many_valued_logics,<https://cso.kmi.open.ac.uk/topics/many_valued_logics>
many-valued_logic,<https://cso.kmi.open.ac.uk/topics/many-valued_logic>
logic_functions,<https://cso.kmi.open.ac.uk/topics/logic_functions>
multivalued_logic,<https://cso.kmi.open.ac.uk/topics/multivalued_logic>
reversible_circuits,<https://cso.kmi.open.ac.uk/topics/reversible_circuits>
evaluation_models,<https://cso.kmi.open.ac.uk/topics/evaluation_models>
evaluation_modeling,<https://cso.kmi.open.ac.uk/topics/evaluation_modeling>
comprehensive_evaluation_model,<https://cso.kmi.open.ac.uk/topics/comprehensive_evaluation_model>
fuzzy_evaluation,<https://cso.kmi.open.ac.uk/topics/fuzzy_evaluation>
fuzzy_evaluation_method,<https://cso.kmi.open.ac.uk/topics/fuzzy_evaluation_method>
fuzzy_comprehensive_evaluation_method,<https://cso.kmi.open.ac.uk/topics/fuzzy_comprehensive_evaluation_method>
evaluation_model,<https://cso.kmi.open.ac.uk/topics/evaluation_model>
clinical_decision_support,<https://cso.kmi.open.ac.uk/topics/clinical_decision_support>
clinical_decision_support_systems,<https://cso.kmi.open.ac.uk/topics/clinical_decision_support_systems>
clinical_decision_support_system,<https://cso.kmi.open.ac.uk/topics/clinical_decision_support_system>
linguistic_terms,<https://cso.kmi.open.ac.uk/topics/linguistic_terms>
fuzzy_sets_theory,<https://cso.kmi.open.ac.uk/topics/fuzzy_sets_theory>
ahp_(analytic_hierarchy_process),<https://cso.kmi.open.ac.uk/topics/ahp_%28analytic_hierarchy_process%29>
logic_synthesis,<https://cso.kmi.open.ac.uk/topics/logic_synthesis>
technology_mapping,<https://cso.kmi.open.ac.uk/topics/technology_mapping>
business_decisions,<https://cso.kmi.open.ac.uk/topics/business_decisions>
choquet_integral,<https://cso.kmi.open.ac.uk/topics/choquet_integral>
choquet_integrals,<https://cso.kmi.open.ac.uk/topics/choquet_integrals>
sugeno_integrals,<https://cso.kmi.open.ac.uk/topics/sugeno_integrals>
sugeno_integral,<https://cso.kmi.open.ac.uk/topics/sugeno_integral>
non-additive_measure,<https://cso.kmi.open.ac.uk/topics/non-additive_measure>
intelligent_control,<https://cso.kmi.open.ac.uk/topics/intelligent_control>
control_and_automation,<https://cso.kmi.open.ac.uk/topics/control_and_automation>
time_delaying,<https://cso.kmi.open.ac.uk/topics/time_delaying>
smart_sensors,<https://cso.kmi.open.ac.uk/topics/smart_sensors>
intelligent_sensors,<https://cso.kmi.open.ac.uk/topics/intelligent_sensors>
systems_design,<https://cso.kmi.open.ac.uk/topics/systems_design>
intelligent_controllers,<https://cso.kmi.open.ac.uk/topics/intelligent_controllers>
delay_dependents,<https://cso.kmi.open.ac.uk/topics/delay_dependents>
distributed_parameter_systems,<https://cso.kmi.open.ac.uk/topics/distributed_parameter_systems>
distributed_parameter,<https://cso.kmi.open.ac.uk/topics/distributed_parameter>
distributed_parameter_system,<https://cso.kmi.open.ac.uk/topics/distributed_parameter_system>
industrial_automation,<https://cso.kmi.open.ac.uk/topics/industrial_automation>
industrial_automation_system,<https://cso.kmi.open.ac.uk/topics/industrial_automation_system>
ultrashort_pulses,<https://cso.kmi.open.ac.uk/topics/ultrashort_pulses>
pulse_repetition_rate,<https://cso.kmi.open.ac.uk/topics/pulse_repetition_rate>
high_repetition_rate,<https://cso.kmi.open.ac.uk/topics/high_repetition_rate>
saturable_absorbers,<https://cso.kmi.open.ac.uk/topics/saturable_absorbers>
passively_mode-locked,<https://cso.kmi.open.ac.uk/topics/passively_mode-locked>
passive_mode_locking,<https://cso.kmi.open.ac.uk/topics/passive_mode_locking>
q-switched,<https://cso.kmi.open.ac.uk/topics/q-switched>
nd:_yag,<https://cso.kmi.open.ac.uk/topics/nd%3A_yag>
pico-second_pulse,<https://cso.kmi.open.ac.uk/topics/pico-second_pulse>
pulse_energies,<https://cso.kmi.open.ac.uk/topics/pulse_energies>
nonlinear_absorptions,<https://cso.kmi.open.ac.uk/topics/nonlinear_absorptions>
ultrafast_lasers,<https://cso.kmi.open.ac.uk/topics/ultrafast_lasers>
ultrashort_laser_pulse,<https://cso.kmi.open.ac.uk/topics/ultrashort_laser_pulse>
femtosecond_laser_pulse,<https://cso.kmi.open.ac.uk/topics/femtosecond_laser_pulse>
femtosecond_pulse,<https://cso.kmi.open.ac.uk/topics/femtosecond_pulse>
transparent_material,<https://cso.kmi.open.ac.uk/topics/transparent_material>
